TeamId,TeamName,SubmissionDate,Score
6880556,"Wai Key Lee","2021-07-22 17:32:41",0.00000
7275806,"Xavier Casanoves García","2021-08-25 18:12:50",0.00000
6263444,AkmalMir,"2021-08-06 19:14:46",0.00044
6912458,"Himanshu Soni #4","2021-07-02 09:30:24",0.00044
7044936,"Hitesh Kashyap","2021-07-02 14:10:45",0.00044
6893813,"Guillermo Ruiz","2021-07-05 16:14:46",0.00044
4522946,"Goal-Oriented Team","2021-08-23 18:47:55",0.00044
7067726,privatepyle,"2021-07-13 18:50:45",0.00044
6995935,Kaggle6969,"2021-07-09 20:04:08",0.00044
7052377,"maysliet Lee","2021-07-10 11:59:51",0.00044
7083632,"Frankie Kang","2021-07-12 01:34:53",0.00044
7099442,"Wang Shaoheng","2021-07-15 06:30:10",0.00044
7070466,"Zhenmin Zhu","2021-07-16 12:18:45",0.00044
7111865,"Luu Tien Dao","2021-07-18 03:12:29",0.00044
6300321,"RAKAN ARMOUSH1","2021-08-17 09:28:01",0.00044
7110159,"Bogdan Lysianskyi","2021-07-19 18:20:12",0.00044
7114218,"Alaeddine Ben Salah","2021-07-20 02:37:44",0.00044
7124740,_whitecat_22,"2021-07-21 00:02:42",0.00044
6921075,"Seyed ali hejazyan","2021-07-23 22:58:51",0.00044
4099272,"Hell0 Kitty","2021-07-27 20:07:59",0.00044
7147098,XVIII_6,"2021-07-26 11:38:38",0.00044
7162435,"Rui Shi","2021-08-02 20:40:51",0.00044
7108515,syErwin,"2021-08-03 06:34:43",0.00044
6752285,DanceRhythm,"2021-08-04 00:30:05",0.00044
7137117,"Pranav Durbha","2021-08-06 17:32:58",0.00044
7214438,PallaviPatial,"2021-08-05 16:28:34",0.00044
7221793,"Piyush Sambhi","2021-08-05 23:09:04",0.00044
6676164,"Rishi Patel","2021-08-08 04:22:13",0.00044
6819169,swodiy,"2021-08-08 11:10:35",0.00044
7231497,"entang shu","2021-08-08 13:32:04",0.00044
7003984,cloudlibai,"2021-08-10 09:00:51",0.00044
7237963,"Bryan Tamin","2021-08-09 15:22:29",0.00044
6448006,"Albert Einsten","2021-08-10 17:24:28",0.00044
5174708,s_agnik1511,"2021-08-11 05:05:59",0.00044
7249247,"Rakesh Kuma","2021-08-11 13:31:50",0.00044
7250082,Natig,"2021-08-25 07:16:43",0.00044
4294653,"Shivam Chhetry","2021-08-13 11:22:08",0.00044
7268877,"Doug LaMaster","2021-08-14 02:37:22",0.00044
7273640,"Amit prna7","2021-08-14 23:46:13",0.00044
7242871,"Takahiro Yoshida #2","2021-08-17 16:26:28",0.00044
7300097,"Yash Patel","2021-08-18 03:23:47",0.00044
2809489,ViAn,"2021-08-21 17:56:03",0.00044
7320425,"Sawon Pratiher","2021-08-21 18:29:08",0.00044
6146224,MegzNystein,"2021-08-22 06:24:12",0.00044
7229996,OKUNEV-DA,"2021-08-22 11:09:09",0.00044
7325125,dcao1736,"2021-08-23 02:04:25",0.00044
7328241,"randy ekrer","2021-08-23 14:09:55",0.00044
7313221,"Sowyer Evans","2021-08-27 17:47:27",0.00044
7325890,Patapongrat,"2021-08-24 09:28:18",0.00044
7318690,"Edwin Kihara","2021-08-24 09:57:59",0.00044
7335018,csLeet,"2021-08-24 22:22:38",0.00044
2656150,harcherole,"2021-08-25 14:32:58",0.00044
7338611,"Maksym Andreiev","2021-08-25 15:28:48",0.00044
7342855,"Rohan Dhanraj Yadav","2021-08-26 14:25:01",0.00044
7343188,gopalm-ai,"2021-08-29 15:27:54",0.00044
6483165,"Mukesh Bhandarkar","2021-08-27 12:52:08",0.00044
7251703,"Stark Kang","2021-08-28 11:20:53",0.00044
7059164,"Ashwin Swar","2021-08-29 02:45:08",0.00044
7077563,OOPPYOO,"2021-07-12 01:31:18",0.00044
6501699,"Nikita Kudriashov","2021-08-25 09:07:54",0.00062
7132583,"[Deleted] a86bb416-890c-45f5-9ce7-6b755abae553","2021-07-22 16:59:25",0.00676
7053767,"Dominik Pegler","2021-07-09 10:01:24",0.02364
6986258,shiyuxuan,"2021-08-14 07:40:02",0.03131
7129188,"sophia shi","2021-08-28 04:09:04",0.04792
7149620,chrche,"2021-08-28 00:54:41",0.04872
7149761,dailingwu04,"2021-08-24 03:49:26",0.04907
7315604,FC,"2021-08-25 08:07:27",0.04914
7174424,"Bill Lee","2021-08-29 04:33:47",0.04969
7272427,dongningssss,"2021-08-27 07:21:19",0.05139
7154734,"Oliver Ouyang","2021-08-29 01:32:21",0.05335
7352039,"Leo Dai","2021-08-29 06:28:52",0.05363
7110709,"YIYANG HAO","2021-08-18 08:39:07",0.05452
6852176,"Minh Nguyễn CM","2021-08-01 03:46:27",0.05553
6534562,"B S E","2021-08-22 06:45:45",0.05692
7149622,"Matt L #3","2021-08-28 14:23:19",0.05852
7129204,"Nick Zhao","2021-08-30 03:30:55",0.05852
5687888,"YUZHE NI","2021-08-11 08:05:10",0.06371
6570077,"Alexey Kolobyanin #2","2021-08-26 14:08:47",0.06722
7149687,"Nina Li","2021-08-29 05:31:06",0.06824
7134012,"ashley hua","2021-08-07 20:41:45",0.07335
7185738,"Anthony Lee #2","2021-08-24 03:41:07",0.07581
6985995,apple1115,"2021-07-19 23:11:03",0.07803
7137900,Danielph,"2021-07-24 04:30:05",0.07803
7134133,"Aditya Wisnugraha S","2021-07-28 11:30:31",0.07803
7114768,"Hassan Gaber","2021-08-02 10:10:10",0.07803
7211482,"Ali Zain","2021-08-04 12:32:45",0.07803
7229571,Aditya2487,"2021-08-07 17:14:23",0.07803
7229585,"Ayush Prajapati #2","2021-08-09 15:00:15",0.07803
7065351,"Pedro Reis #3","2021-08-10 15:50:15",0.07803
7247360,"sanjay singh","2021-08-11 12:55:08",0.07803
7252674,sureshcheeti,"2021-08-12 05:22:09",0.07803
7270165,BiswasP,"2021-08-14 08:40:21",0.07803
7042774,Abcdemi,"2021-07-09 23:06:32",0.08660
6121704,"James Solis","2021-08-16 05:03:44",0.08660
7235269,"AASHIQ MUHAMMED SADAR R","2021-08-13 16:22:54",0.09526
5256970,"Abel Siby","2021-08-13 04:00:02",0.09526
7150446,"Cynthia Yao","2021-08-16 03:23:21",0.10779
7129191,"Hillary Chang","2021-08-11 16:14:11",0.10791
7184717,"Isaac Sun","2021-08-08 16:11:20",0.10791
804736,ShuoZhang,"2021-08-03 01:32:35",0.11396
4772754,linhnguyentr,"2021-08-18 23:55:45",0.11452
6885447,"Carl Towers","2021-08-18 11:38:10",0.11474
7170280,"Yueling Li","2021-08-18 02:53:30",0.11475
7315048,"Gemstone Gallery","2021-08-27 09:12:04",0.11598
6824514,"Rohan Chitale #2","2021-08-29 10:02:58",0.11598
7307238,rohan_6_chitale,"2021-08-24 15:59:19",0.11599
2819732,"Mental Sky","2021-07-07 13:46:30",0.11612
7313716,CHIRAGhj,"2021-08-21 15:42:57",0.11635
6282923,ML_Gamblers,"2021-08-18 21:31:04",0.11643
7107058,jdosjdwf,"2021-08-07 17:33:03",0.11654
6993924,"Sang Un Gu","2021-07-01 15:46:08",0.11692
7230975,"kevin #6","2021-08-08 11:03:50",0.11702
7290417,bayes,"2021-08-24 08:33:14",0.11703
7106344,"Ethan Yang #3","2021-07-30 15:35:17",0.11720
7019317,"Rodrigo Rafael Cruz","2021-07-02 09:31:48",0.11720
7054847,"Ajemba Ekene","2021-07-06 00:33:18",0.11720
7014045,"Iman M Khamis","2021-07-11 11:42:54",0.11720
7149111,"Thomas Sun","2021-07-30 05:54:24",0.11720
7244936,"Yousef Khaled","2021-08-15 19:49:01",0.11720
7334656,"Shesh Narayan Gupta","2021-08-24 20:34:54",0.11720
1162543,JayaPrakash,"2021-08-25 06:08:03",0.11724
7333168,"Henry Loughlin","2021-08-30 02:18:53",0.11727
7218602,"I'm Newb","2021-08-27 08:53:43",0.11730
6985690,"Newbie Peter","2021-07-21 06:16:42",0.11738
7260027,Yamarin,"2021-08-26 05:11:16",0.11748
6665691,"Yurim Chin","2021-07-27 14:17:23",0.11766
7116901,liandanmaster,"2021-07-20 02:27:02",0.11775
6559148,"Vladimir Makarenko #2","2021-07-29 07:47:53",0.11776
7253849,SKiRaz,"2021-08-24 12:52:49",0.11781
4814413,"Anish Ghiya","2021-08-15 17:29:41",0.11782
7110326,HachikoS,"2021-08-22 13:30:41",0.11788
7157924,"Raffaello Lesezhu","2021-08-24 17:55:22",0.11795
7047588,"zh y","2021-07-30 15:37:08",0.11805
7302210,kufany,"2021-08-23 02:32:02",0.11821
3405102,"Bruce Young","2021-07-27 20:03:55",0.11832
7316538,SK20309540,"2021-08-25 20:10:14",0.11837
7310846,"Shifa Khan","2021-08-25 14:00:37",0.11837
7234101,"Gediminas Šumskis","2021-08-22 17:45:03",0.11840
7240990,"SAURAV KUMAR 20MCB1007","2021-08-10 07:51:15",0.11843
7021842,"Martynov Andrey","2021-08-25 17:51:59",0.11844
7314392,Roman_6__Reigns,"2021-08-22 11:06:51",0.11847
6736000,"T Nguyen T","2021-08-11 20:56:50",0.11851
1089857,Parijat_Kumar,"2021-07-21 11:09:46",0.11855
7010371,qwq1890,"2021-07-02 07:59:49",0.11857
6510772,"Sangbum Choi","2021-08-08 06:34:24",0.11859
1588754,wanghan1998,"2021-07-23 06:01:00",0.11862
7260024,"TY #2","2021-08-26 05:21:36",0.11864
7063044,"Humberto ""SilverOne"" Carvalho","2021-07-25 20:49:39",0.11869
7135902,"Dmitry Kuzyurin","2021-08-26 13:12:53",0.11876
7101471,"Ørjan Valstrand #2","2021-07-19 08:59:06",0.11878
7090874,shuibinlong,"2021-07-13 13:28:55",0.11883
7233416,soloyolo,"2021-08-21 16:52:25",0.11885
7221893,"benjamin faulknor","2021-08-10 22:56:51",0.11896
3294199,chafferer,"2021-08-11 09:22:01",0.11896
7321162,"Sergio Tiria","2021-08-22 01:31:16",0.11896
7211391,"Joel B","2021-08-08 11:57:00",0.11896
7219518,"Masahiko Isshiki","2021-08-10 10:02:29",0.11896
7234955,"VARSHITHA MARUBOYINA","2021-08-09 02:58:04",0.11896
7246891,"Kei #3","2021-08-11 05:01:24",0.11896
7311734,"Nadine Abdallah Mohamed","2021-08-22 21:28:20",0.11896
7260149,"daiki minami","2021-08-25 15:32:56",0.11896
7113147,zhoulinchen,"2021-08-27 11:23:20",0.11896
7085156,"Yogesh #8","2021-07-22 06:16:54",0.11897
5120796,"Brian Tsai #3","2021-07-22 05:10:19",0.11909
5800635,Alanone,"2021-08-23 07:31:03",0.11920
7127459,KHANTAN,"2021-07-21 13:24:34",0.11921
7042477,coldplay00412,"2021-07-02 05:57:43",0.11930
7136751,"ASLIHAN KALYON","2021-07-23 20:05:40",0.11930
7133157,"Aslıhan Kalyon Kat","2021-07-24 19:03:01",0.11930
7077255,zxpotato,"2021-07-14 15:02:28",0.11933
6952090,"Gary Yeh YL","2021-07-15 15:14:28",0.11934
7151852,"Gokhan Ersoz","2021-07-30 12:16:03",0.11936
7185061,"Rafael Castro","2021-08-13 15:58:01",0.11936
6978146,"Ken & Niko","2021-07-08 14:10:22",0.11941
7240979,wangxian,"2021-08-12 01:26:47",0.11945
5930309,jasonl8,"2021-07-05 06:01:31",0.11948
7229844,"Osama Salem","2021-08-13 21:23:13",0.11949
7123220,"Quentin Fortier","2021-07-27 18:49:28",0.11949
4329697,Trollers,"2021-07-10 01:26:44",0.11955
7110841,"Mihrican Kızılyer","2021-07-27 12:37:04",0.11955
7235959,"Joshua Sirusstara","2021-08-13 12:45:25",0.11963
1546585,AgilityAI,"2021-07-26 07:41:37",0.11966
7052301,"yatin sharma","2021-07-09 11:11:54",0.11966
5460319,"Anastasiya Birina","2021-07-26 22:25:54",0.11970
7049200,"Team Noob","2021-07-06 10:15:29",0.11970
6866002,"Scott Greenfield","2021-07-21 18:47:14",0.11971
7075075,CCC...,"2021-08-18 07:59:31",0.11971
7053739,"Alexey Nagibin","2021-07-08 22:08:58",0.11972
7240962,"Darnell Kikoo","2021-08-14 11:33:19",0.11975
7276116,"Mary Regina Ang","2021-08-15 15:42:25",0.11975
7077648,Hyunhp,"2021-07-17 04:44:33",0.11976
7031670,"Alex Quilloux","2021-07-05 21:14:31",0.11976
7077704,yurimhwang,"2021-07-16 17:31:05",0.11976
7077647,kimhyelin,"2021-07-17 01:48:03",0.11976
7146395,frog8321214坨坨,"2021-07-28 03:12:09",0.11976
6717242,"Ayush Yadav #2","2021-08-06 16:40:21",0.11976
7159839,bombjuice,"2021-08-02 08:38:06",0.11978
2765116,"malini vyakaranam","2021-07-30 10:20:11",0.11979
7143660,"Sriram Kashyap","2021-07-25 18:16:36",0.11981
7051349,"Peaky Blinders","2021-07-25 13:50:36",0.11982
4940326,"William Carlos","2021-08-21 15:18:34",0.11983
7240121,"Luong Quang Dung","2021-08-24 16:52:02",0.11984
7005437,hosyan,"2021-07-08 07:56:23",0.11984
7350884,SlavaMyshko,"2021-08-29 20:45:30",0.11985
7097807,zxx1908000211,"2021-07-14 15:17:58",0.11988
7015222,Burak,"2021-07-25 20:18:12",0.11989
7156722,"Cem Gürsu","2021-07-28 14:02:27",0.11989
6971648,"Raymond W Mok","2021-07-06 17:54:59",0.11990
7023651,LMS,"2021-07-03 03:53:20",0.11990
6988126,"ANDY ARMANDO ANCASI CANO","2021-07-03 03:58:36",0.11990
7043317,TLad,"2021-07-06 04:49:35",0.11990
6799881,Koichi,"2021-07-06 07:54:05",0.11990
7117577,"Sotula Mykhailo","2021-07-19 13:03:13",0.11990
7071949,"Maksim Tingaev","2021-07-08 19:47:57",0.11990
7276067,"Denny Alvito","2021-08-15 14:12:59",0.11996
7076372,maksimio,"2021-07-10 19:03:16",0.11996
1891347,"James B.","2021-07-28 20:16:44",0.11999
4160212,"Junichiro Morita","2021-08-09 14:19:58",0.12000
2370435,"Risab Biswas","2021-08-13 11:55:06",0.12000
7108984,GKKKD,"2021-07-19 16:16:09",0.12003
7073703,hello2028,"2021-07-11 00:36:36",0.12003
7167004,"Tomoharu Tsuji","2021-08-03 05:10:20",0.12003
5549115,"Lidija Mujacic","2021-08-28 21:42:51",0.12006
6716157,"Jason ChoKaggle","2021-07-16 15:10:27",0.12008
7064254,Lakelight,"2021-07-08 08:16:19",0.12010
7162640,JiaHao.Wu.TW,"2021-07-30 02:09:46",0.12010
1507477,scorteil,"2021-08-08 17:57:48",0.12010
7127895,"Greg #4","2021-08-06 14:05:57",0.12010
7093104,dengyt,"2021-07-15 10:43:10",0.12012
7194829,tongtongzi2002,"2021-08-07 03:22:27",0.12012
7199412,dskeke,"2021-08-04 16:50:55",0.12012
7228358,"Seine A. Shintani","2021-08-08 03:50:01",0.12012
7159031,"hwarang choi","2021-08-02 07:28:37",0.12012
7259905,"zhou qiping","2021-08-13 06:26:43",0.12012
7101422,q2426748414,"2021-07-15 10:45:50",0.12012
7019337,cAIUs1222,"2021-07-07 11:11:41",0.12012
6999376,charles_lichao,"2021-07-25 13:39:47",0.12012
7252906,"katsuyuki eno","2021-08-12 08:10:41",0.12012
7148459,liyutongmiracle,"2021-08-10 16:12:21",0.12012
7234649,startaiyo,"2021-08-11 12:47:16",0.12012
1069407,DwaipayanDutta,"2021-08-23 17:28:43",0.12012
6989918,"Eduard Pegza","2021-07-03 20:50:17",0.12013
6996373,remigere,"2021-07-20 22:15:40",0.12013
6570711,"Yavuz Selim Karaman","2021-07-28 15:02:25",0.12013
7162281,"Soulaimen Hammami","2021-07-29 22:30:13",0.12013
4434448,"REDDY PRASAD","2021-08-07 03:56:09",0.12013
7106581,CodeVipProVN,"2021-08-26 10:38:49",0.12013
6591322,"Igor Griboedov","2021-08-10 12:39:51",0.12013
7252620,"zin murata","2021-08-13 02:43:08",0.12017
7084756,WUASDS,"2021-07-13 08:11:18",0.12017
7220856,"Belle Shen","2021-08-14 01:06:36",0.12018
7135451,"Anna Popkova","2021-08-17 18:50:54",0.12020
7154538,"[Deleted] d84db0c3-7946-4c7d-bee0-743e8803d0db","2021-07-30 03:52:24",0.12024
7071721,cuichenting,"2021-07-11 15:09:41",0.12026
6924955,"Emre Sengul","2021-07-24 20:56:48",0.12026
1577620,noordeen,"2021-07-25 07:04:39",0.12026
7145679,Ogino,"2021-08-15 11:45:21",0.12028
7113288,SatoshiKatsuya,"2021-07-25 13:33:03",0.12030
7346853,YANZIHUI,"2021-08-28 07:37:08",0.12031
6255429,sunheyuan,"2021-07-10 02:10:40",0.12031
6882271,bbcc3812,"2021-07-18 01:43:40",0.12032
7242145,"Sophia Chen","2021-08-17 11:47:41",0.12041
4630756,J.Chiba,"2021-07-26 23:03:54",0.12041
6754931,Soosutn,"2021-08-13 06:50:57",0.12043
6927864,Alex_BV123,"2021-07-29 17:20:30",0.12044
6304172,lijingyi,"2021-07-04 12:14:31",0.12044
7347441,"Seeyu Yuan","2021-08-27 18:04:07",0.12051
7137356,"martijn gaasbeek","2021-08-27 19:54:11",0.12051
7131171,MikaQAQ,"2021-07-27 08:56:04",0.12052
7107020,FYuuuu.,"2021-08-06 01:36:05",0.12054
6987293,savantido,"2021-07-11 22:22:28",0.12055
7091784,"Honorio Valdés Espinosa de los Monteros","2021-08-06 14:38:46",0.12063
7113584,qiangg1106,"2021-07-19 12:09:44",0.12065
7219039,"Hoang Pham Viet","2021-08-18 13:15:37",0.12067
5194749,"Vlad Anokhov","2021-08-13 10:37:37",0.12068
7353031,Birds,"2021-08-29 12:51:41",0.12071
5190834,"Sky Leong","2021-08-29 10:47:04",0.12072
3789125,yoyo08,"2021-07-07 05:29:26",0.12077
3316391,GHonem,"2021-08-24 00:10:47",0.12079
7163738,Leon.wang1996,"2021-08-30 03:21:59",0.12080
7049583,201910224108,"2021-07-04 13:50:09",0.12081
7052582,zk201910224203,"2021-07-04 13:33:42",0.12081
7077050,raxking8,"2021-07-13 07:25:31",0.12081
7231289,Bosonat,"2021-08-08 14:59:03",0.12081
6922352,"Pallavi Sindkar","2021-07-02 10:25:27",0.12082
7278622,wltcuiyan,"2021-08-24 14:10:12",0.12084
6301372,Prestige,"2021-07-18 00:17:00",0.12085
4189095,"Pavel Petkun","2021-08-16 21:52:00",0.12085
6656795,"Phuc Tran Thanh","2021-07-07 15:17:52",0.12085
7153056,"Niket Agarwal","2021-08-19 16:40:41",0.12088
7310749,"Kangana Sharma","2021-08-19 16:46:51",0.12088
7111375,"Sayan Nayak","2021-08-23 20:09:26",0.12088
7287957,kangben,"2021-08-17 11:31:42",0.12089
7089715,"Eashan Kaushik","2021-07-29 05:41:14",0.12090
7111575,tayal1996,"2021-08-19 07:00:35",0.12090
7032803,"Emmanuel Folorunsho","2021-07-26 12:33:31",0.12092
7140016,jee1033,"2021-07-25 03:44:26",0.12092
7003338,"Oleksandr Bielov","2021-07-07 15:48:58",0.12093
7065843,tangxiaoming,"2021-08-04 03:32:38",0.12094
7318670,Hao0o0o,"2021-08-23 06:56:14",0.12095
7133782,maiyida,"2021-08-05 06:07:35",0.12095
7031710,"Yun Chung Tai","2021-08-05 11:22:58",0.12096
3415710,grodfer830608,"2021-07-20 03:31:30",0.12101
7073178,KAWAseir,"2021-07-11 14:08:42",0.12101
6937838,"rahul mishra #2","2021-07-02 13:01:14",0.12101
6644716,T.Y850,"2021-07-27 19:24:36",0.12101
7108421,"shotaro koyama","2021-08-21 02:50:00",0.12102
6936388,"Yijie Ma","2021-08-19 14:40:36",0.12102
7243945,OOgogo0031,"2021-08-24 21:48:12",0.12104
5445324,"Arnab Saha","2021-07-28 14:49:34",0.12104
7052282,"André Rodrigues","2021-07-04 11:58:23",0.12107
7352151,"Richa Mahajan","2021-08-29 07:14:38",0.12108
7120527,"Joyce Duan","2021-08-03 00:41:47",0.12111
6899197,"Sebastian Nguyen","2021-07-03 11:47:52",0.12112
7041300,Psndzk,"2021-07-01 21:41:00",0.12112
7097543,"Sōya Kishi","2021-07-14 16:35:52",0.12112
7091989,brd64,"2021-07-14 23:47:46",0.12112
7089112,Meekou,"2021-07-29 07:53:10",0.12112
7142314,"Mehmet Emin Kılıç","2021-07-29 12:53:33",0.12114
7269069,Shiguo,"2021-08-17 08:46:07",0.12116
4805938,LandHorns,"2021-08-22 06:01:53",0.12118
7118337,"Kehua Chen","2021-07-26 09:59:13",0.12122
7137360,Kimvufrbr,"2021-08-05 23:34:23",0.12125
3744693,"Moiz Kachwala","2021-07-04 18:30:01",0.12125
7058505,"salman abdulla","2021-08-04 11:55:34",0.12127
7112146,swordofelendil,"2021-07-18 07:10:08",0.12129
7242203,Geek_Nerd_Li,"2021-08-11 03:48:00",0.12130
7175329,"Gin Xia","2021-08-04 02:41:42",0.12130
7089703,WanqinZhong,"2021-07-13 14:33:31",0.12131
7101827,zhangyousheng,"2021-07-15 12:08:13",0.12131
7083706,"Penguin p","2021-07-12 01:55:21",0.12131
7112400,sowassowas,"2021-07-18 07:14:15",0.12132
7112425,Leonardo255,"2021-07-18 07:20:32",0.12132
7112447,BetulSimsek,"2021-07-18 07:26:06",0.12132
7112473,Ahmetsanli,"2021-07-18 07:37:02",0.12132
3838675,Brain,"2021-07-04 12:03:34",0.12132
7324404,"Ghazaleh Kharadpoor","2021-08-22 20:24:14",0.12135
7302164,"Hieu Thao Nguyen","2021-08-18 12:21:16",0.12138
7068693,"Michael Cerda","2021-08-29 00:08:53",0.12140
7158758,"Maruchan Park","2021-07-29 05:21:41",0.12142
7223472,"Qiang #3","2021-08-18 05:52:59",0.12144
7351550,"Zhixiang Lian","2021-08-30 01:00:39",0.12144
7208574,Sihead,"2021-08-04 13:13:34",0.12147
7223242,"Qiang GOGO","2021-08-18 02:16:10",0.12149
